,means_per_cluster_mu_fg_Adipocyte,means_per_cluster_mu_fg_B,means_per_cluster_mu_fg_Basal,means_per_cluster_mu_fg_Endothelial,means_per_cluster_mu_fg_Fibroblast,means_per_cluster_mu_fg_LumHR,means_per_cluster_mu_fg_LumSec,means_per_cluster_mu_fg_Macrophage,means_per_cluster_mu_fg_Pericyte,means_per_cluster_mu_fg_Plasma,means_per_cluster_mu_fg_T,means_per_cluster_mu_fg_Tumor,means_per_cluster_mu_fg_pDC
NOL3,0.29233676,0.0749909,0.40030822,0.2066916,0.11885499,0.69664955,0.27560315,0.06418189,0.23288053,0.2757342,0.03570496,0.21651912,0.7938516
EXOC3L1,0.12532532,0.08860903,0.36618668,0.27801707,0.0037363735,0.60604537,0.1666277,0.003631291,0.26876608,0.070113935,0.021233395,0.006643852,0.7791857
E2F4,0.2657928,0.13840222,0.31779644,0.32096288,0.17481788,0.33108523,0.12847191,0.12023418,0.7004418,0.08698118,0.17219757,0.1517837,0.42354447
ELMO3,0.19233535,0.06288475,0.45257726,0.029365223,0.01779752,0.33301127,0.27247295,0.016009849,0.23870106,0.039881874,0.06517758,0.08425146,0.6873752
LRRC29,0.27661467,0.17678218,0.4397287,0.099876046,0.076771356,0.71743447,0.4587489,0.048165172,0.43884814,0.09151515,0.048563577,0.022370765,0.9048753
TMEM208,0.19213489,0.12168302,0.3967618,0.13277604,0.22011018,0.23873438,0.0908886,0.109177575,0.33740628,0.12319366,0.09015826,0.3355352,0.61106044
FHOD1,0.52287585,0.11626968,0.34309056,0.37600502,0.15935025,0.3371914,0.1266077,0.1847529,0.5381652,0.08052989,0.11342863,0.13665149,0.7055661
SLC9A5,0.25603357,0.1664543,0.56016684,0.11894768,0.05860641,0.5042412,0.21770316,0.030882908,0.2769001,0.09218938,0.05616753,0.045065567,0.8443441
PLEKHG4,0.28594932,0.1456407,0.679685,0.10093451,0.06708757,0.6293562,0.30002764,0.0056869066,0.7746233,0.08644662,0.021829242,0.03726149,0.8067177
KCTD19,0.64056003,0.76300824,0.95756143,0.44450918,0.037592713,1.0812681,0.76473457,0.033739988,0.90223706,0.7505315,0.3042992,0.023835665,0.88782007
LRRC36,0.74054235,0.30824924,0.66028893,0.6730074,0.017359754,0.70994055,0.3851491,0.006413815,0.90052515,0.2256427,0.09622446,0.097344756,1.2289041
TPPP3,0.13421434,0.11467573,0.73473114,0.36566114,0.065287516,0.703743,0.21650681,0.023769122,0.26368862,0.10791237,0.019253574,0.7812703,1.009226
ZDHHC1,0.24630114,0.075972855,0.52418566,0.031407103,0.17149961,0.3234264,0.29028878,0.015633289,0.25498375,0.053402845,0.0165897,0.22148675,0.786801
HSD11B2,0.2177619,0.18006079,0.59530044,0.14029199,0.019514002,0.9456412,0.34625396,0.006924993,0.7923265,0.08448498,0.031166077,0.029226257,0.98791057
ATP6V0D1,0.30279788,0.12074436,0.43372473,0.26408947,0.3573094,0.67832094,0.26294938,0.47285318,0.73675025,0.24341021,0.13091695,0.32014894,0.6472545
AGRP,0.7837911,0.88151395,0.8322739,0.85261,0.5212803,0.7711824,1.0565131,0.552542,0.75992894,0.86916417,0.6010138,0.47578815,0.7235121
RIPOR1,0.35216084,0.27960753,0.38346487,0.3012524,0.20017384,0.36649844,0.3438321,0.15997362,0.21904537,0.5552406,0.08438194,0.14247677,0.8279789
CTCF,0.6489431,1.0329142,0.33254492,1.333243,0.7830673,0.36465704,0.58729666,0.6397757,0.5652151,0.66626173,0.78768736,0.7498939,0.7793412
CARMIL2,0.40883964,0.5864421,0.6645763,0.21625313,0.024416037,0.7073536,0.5552801,0.0075607314,0.60573035,0.1387525,0.1967912,0.008803004,0.7943669
ACD,0.1014818,0.124748155,0.3592671,0.15773699,0.044426143,0.3413674,0.098361254,0.012156249,0.20140252,0.037208218,0.020908777,0.03753515,0.84266347
PARD6A,0.63711214,0.4879135,1.1037357,0.3101905,0.009903214,0.6671518,0.75711364,0.009676542,0.7099058,0.5956636,0.2198074,0.028965855,0.6768974
ENKD1,0.13674185,0.08736793,0.44307247,0.039947357,0.050785564,0.5792548,0.17836061,0.01619167,0.5940279,0.15905713,0.018875048,0.087792255,0.9377871
C16orf86,0.3602272,0.21102616,0.7905174,0.18428482,0.036590368,0.48554915,0.41354966,0.026989127,0.667945,0.22552414,0.10123755,0.0067202444,0.6396167
GFOD2,0.2913193,0.2687999,0.30810553,0.66365945,0.20050207,0.31839362,0.24933705,0.110305615,0.40880138,0.22796595,0.097023144,0.42810088,0.96781164
RANBP10,0.5084866,0.4266692,0.35172585,0.67915154,0.51020515,0.3157828,0.33543465,0.23783422,0.66222394,0.19277018,0.28399232,0.5136477,0.6317607
TSNAXIP1,0.1211653,0.18882516,0.44367796,0.041105255,0.045776583,0.40357605,0.18695554,0.01982003,0.2948365,0.05957028,0.020062784,0.1894793,0.65646946
CENPT,0.35552567,0.06724326,0.30282348,0.37716228,0.13591959,0.28227088,0.112823285,0.053543247,0.19463159,0.20505445,0.106362656,0.14004846,0.8137831
THAP11,0.10869757,0.14327982,0.64876515,0.13670811,0.03537728,0.32049897,0.13453043,0.0320508,0.16629207,0.092549,0.052863978,0.077185586,0.5315302
NUTF2,0.09086708,0.058451977,0.4114845,0.12989604,0.1341418,0.2828448,0.113264225,0.070874795,0.18085736,0.22637425,0.057286642,0.14422256,0.74375004
EDC4,0.29577857,0.11345443,0.3340018,0.039852493,0.16410631,0.46665484,0.13145602,0.09439219,0.20632623,0.17434357,0.111019894,0.17675044,0.6635787
NRN1L,0.632911,0.32423723,1.0794685,0.32237923,0.025350614,0.8905863,0.46747166,0.015944703,0.7731447,0.35521758,0.064732425,0.019640012,0.91959417
PSKH1,0.20462796,0.146446,0.41141638,0.22650424,0.16381967,0.3318364,0.123894885,0.109928355,0.20625958,0.24073856,0.050436664,0.11151379,1.0183247
CTRL,0.5827932,0.3759777,0.65166074,0.28453302,0.032586925,0.86299247,0.58153015,0.023972768,0.6816786,0.23827045,0.07076167,0.0134743275,0.8870578
PSMB10,0.47352082,0.24759312,0.29692551,0.5689109,0.15994912,0.36674455,0.2660124,0.15798251,0.37931895,0.1587865,0.16393052,0.3836697,0.48147362
LCAT,0.18466857,0.06510412,0.34647563,0.14155947,0.15974353,0.26322055,0.118779846,0.037471276,0.21180485,0.041436177,0.015928797,0.0692968,0.5564677
SLC12A4,0.5287822,0.06869516,1.2264979,0.25259224,0.27946928,0.4143824,0.1131176,0.094981074,0.38072628,0.14588577,0.054873373,0.180367,0.8640433
DPEP3,0.8748469,1.1246543,0.6947155,0.697243,0.12863502,0.9937382,0.7340285,0.24284868,1.022203,0.85984635,0.41218087,0.047343694,0.83117956
DPEP2,0.14469701,0.28438047,0.38404366,0.37149024,0.0654492,0.43533602,0.14141959,0.47570422,0.2640471,0.21537316,0.07862348,0.060805216,0.8087438
DUS2,0.21723329,0.3132269,0.3908992,0.2411865,0.17850125,0.4784957,0.23752369,0.25428078,0.21357737,0.13019045,0.06672672,0.1393581,0.44112614
DPEP2NB,0.65486896,0.80224466,0.8278593,0.8151884,0.55999196,0.7715613,0.956685,0.48097894,0.69514054,0.7260738,1.0890827,0.26610312,0.9404395
DDX28,0.29517078,0.19927454,0.61620384,0.0871455,0.026004685,0.7075502,0.21079688,0.019140858,0.37849066,0.06275156,0.041982647,0.050386887,0.6183806
NFATC3,1.2191037,1.3701396,0.6320192,2.1528616,1.3461133,0.3014143,0.6055366,1.4585891,1.5079494,1.4878923,1.976685,0.9993952,1.3692935
ESRP2,0.17438214,0.06430957,0.396216,0.03443521,0.016133672,0.4091074,0.25980204,0.008895067,0.2236304,0.04382834,0.016925767,0.17420723,0.6774321
PLA2G15,0.10274356,0.07008174,0.8193459,0.033789974,0.12021163,0.52333766,0.12483497,0.2559265,0.15800284,0.06622496,0.019403668,0.10053315,0.6060042
SLC7A6,2.4155815,0.3733827,0.3223737,0.79367757,1.141537,0.82416314,0.2172859,0.6331133,0.20328656,0.50726545,0.7005234,0.5737298,0.57982665
SLC7A6OS,0.5148269,0.34366712,0.32240313,0.4122724,0.47642517,0.946463,0.64377505,0.31688976,0.16136865,0.121287666,0.35442007,0.31693637,0.60899264
PRMT7,0.4489677,0.2613817,0.71064216,0.23767626,0.40123165,0.76501536,0.38498163,0.23428462,0.40816996,0.26781616,0.22071745,0.33723682,0.5680366
SMPD3,0.45819968,0.17131694,0.56142056,0.19450597,0.01771088,0.7613751,0.48134276,0.041238245,0.54200023,0.22761555,0.098055035,0.045005463,0.73621166
ZFP90,0.56255066,0.55575895,0.7459946,0.5505412,0.4063465,0.35693467,0.26626745,0.1832031,0.25343317,0.12904762,0.24240574,0.37570417,0.60784554
CDH3,0.1898137,0.15726909,1.3667214,0.15817758,0.08507937,0.9274683,0.6469318,0.008565786,0.3811893,0.2364086,0.019307768,0.23185815,1.076143
CDH1,0.17530388,0.061046414,0.55941457,0.66107833,0.23166138,0.9830471,1.549212,0.06358575,0.1982092,0.4989043,0.083858676,2.1636274,0.5451965
TANGO6,0.97665215,0.32987228,0.6752312,0.6641138,0.809276,0.41412282,0.3573214,0.78635454,0.17771858,0.36810982,0.61962146,0.38938725,0.4842507
HAS3,0.78708607,0.45421767,0.6020447,0.44329184,0.03558673,1.0312387,0.7633066,0.028096851,0.96188366,0.72391236,0.3529356,0.01195902,0.8942633
CHTF8,0.5469669,0.8445439,0.91309,1.093018,0.18298864,1.0214264,0.639669,0.18454982,0.6552584,1.2378298,0.71491,0.056285635,0.8518199
UTP4,0.47647887,0.11902572,0.538393,0.25215688,0.3406396,0.4392155,0.6102353,0.15311678,0.18869784,0.15516703,0.1097357,0.14089276,0.80312604
SNTB2,0.7867594,0.32057542,0.37559158,2.6655605,1.670061,0.9744726,0.3832435,0.38911217,0.2273819,0.041511044,0.53229004,0.67840505,0.7428251
VPS4A,0.19933881,0.064416066,0.6605886,0.29400215,0.24169755,0.42384094,0.10159466,0.13619305,0.5696348,0.087246194,0.07677852,0.21648513,0.60081846
COG8,0.09653286,0.14016873,0.3946279,0.25128824,0.06772767,0.37679476,0.23681167,0.06613447,0.22395548,0.13382061,0.055059288,0.09932149,0.68102145
PDF,0.6799723,0.5784738,0.6163288,0.6352227,0.3267122,0.7228764,1.0577369,0.27962005,0.86665773,0.85923725,0.45098898,0.101335,0.6383176
TMED6,0.8153639,0.6043474,0.8046346,0.8384226,0.016374497,0.97176635,0.7463212,0.04006758,0.7673327,0.5417509,0.5091317,0.020254867,0.75931025
TERF2,0.72987485,0.27141267,0.34422728,0.49974266,0.34051535,0.7000161,0.11512572,0.32557222,0.1931535,0.13609758,0.14257951,0.28119117,0.5838502
CYB5B,0.59758246,0.40349233,0.69557893,0.8048455,0.5358065,0.30611837,0.3910925,0.5056403,0.3810898,0.5495072,0.31966206,0.39088035,0.7279403
NFAT5,5.870378,2.1978087,0.92615026,5.7630935,5.7964487,1.3436216,3.3580484,3.3580446,1.9067769,2.1948667,2.777509,3.6256893,1.4203528
NQO1,0.13290644,0.08568384,0.6068957,0.18577835,0.07962006,0.47314525,0.18152337,0.045125186,0.23740403,0.18926434,0.033049386,0.27935717,0.47368324
NOB1,0.4060179,0.2758794,0.9938147,0.22843242,0.07708977,0.7911063,0.25950897,0.06673075,0.40516168,0.055872247,0.041466907,0.043291774,0.75029224
WWP2,0.96188605,0.89187807,0.68137926,1.2661294,0.77635217,0.6744988,0.90144545,1.0276191,0.72318965,0.7696362,0.7480708,0.7942148,0.804826
PDPR,0.09911109,0.17105484,0.33140722,0.40733346,0.49094555,0.95991635,0.42542177,0.41805685,0.5394516,0.2721114,0.3859087,0.38599384,0.6144354
EXOSC6,0.19873989,0.15527916,0.36591297,0.355688,0.21758786,0.41856644,0.22943479,0.13781425,0.27593285,0.037642658,0.17823333,0.26521158,0.700077
AARS,0.38000652,0.27707013,0.3656117,0.5586101,0.35210752,0.36520094,0.11250898,0.18839142,0.36315992,0.47082797,0.09454971,0.23537555,0.6747945
DDX19B,0.34902668,0.15143423,0.5892504,0.30314443,0.2666541,0.40494695,0.111826055,0.25854662,0.4184133,0.33095238,0.16373779,0.17356047,0.7373231
DDX19A,0.87245464,0.13335337,0.34830442,0.5285507,0.36126712,0.40775827,0.28985834,0.18832222,0.24796952,0.1592455,0.14343911,0.19503266,0.60462797
ST3GAL2,0.098332785,0.33140948,0.35896623,1.0489999,0.56226784,0.37276933,0.10341284,0.38126537,0.16839582,0.28350374,0.16987795,0.19204134,1.7863563
FCSK,0.10130661,0.082529515,0.46974438,0.111317225,0.09681587,0.8014571,0.1590528,0.09352358,0.25853443,0.06042915,0.04843661,0.11275072,0.76274794
COG4,0.51319236,0.1929938,0.69745773,0.30541486,0.317227,0.36628067,0.13835044,0.27353662,0.34334236,0.038660593,0.31731793,0.2835813,1.0341575
SF3B3,0.55470306,0.20048702,0.2870273,1.0115774,0.7387089,0.32745594,0.6688171,0.47002077,0.5363463,0.4412304,0.28552693,0.6227997,1.4084018
IL34,0.65106183,0.10056079,0.54604876,0.05726747,0.16139202,0.62105525,0.6854313,0.008586429,0.5752934,0.077260844,0.061087854,0.031602565,0.535894
MTSS2,0.10082442,0.08978592,0.56404394,0.2305995,0.18049192,0.79393846,0.3078405,0.03683663,0.2552076,0.06067484,0.021566609,0.1473591,0.76149124
VAC14,0.93392384,0.2876472,0.6033687,0.5482891,0.5927773,0.4594932,0.34508595,0.8789576,0.23770337,0.68015003,0.20724133,0.47275633,0.63226235
HYDIN,0.48594493,0.18180315,0.4458374,0.2813653,0.33652252,0.94497895,0.42967793,0.0686329,0.56660247,0.21566649,0.0514093,5.4007764,0.8079161
CMTR2,0.60088336,0.13887806,0.41989264,0.1411166,0.3354597,0.6512325,0.19452472,0.26419532,0.20401606,0.13996261,0.12559983,0.24434331,1.0038556
CALB2,1.1606152,0.41173604,0.69696337,0.1625974,0.1417602,0.37150386,0.6750042,0.005907272,0.5625859,0.2652028,0.06541202,0.022571074,0.95834696
TLE7,0.887663,0.7925419,0.65950835,0.69927645,0.37682348,0.96459883,0.91998285,0.46496192,0.67989886,0.7565362,0.9506204,0.25464815,1.1038849
ZNF23,0.29678246,0.13741693,0.4606253,0.1548447,0.07850709,0.48342907,0.31324387,0.08517092,0.3238597,0.050383218,0.15312566,0.1218279,0.6496488
ZNF19,0.26699552,0.087061495,0.4060916,0.23926316,0.08305927,0.85963666,0.41920602,0.065419205,0.33913207,0.28589347,0.016740391,0.40976703,1.0798999
CHST4,0.83807683,0.45359412,0.7324321,0.44753104,0.009206874,0.7700721,0.60524535,0.0041570417,0.94191635,0.30947945,0.06913483,0.047200646,0.8055668
TAT,0.8130963,0.93210924,0.96273637,0.72479945,0.19175835,1.2365638,0.9519332,0.25641805,0.70583373,0.61474586,0.64543635,0.06824623,0.8963053
MARVELD3,0.122918814,0.06705937,1.0749538,0.120117724,0.036464103,0.51736075,0.14664653,0.012165066,0.27718616,0.053925663,0.023481373,0.14283422,0.6526965
PHLPP2,0.38549778,0.28654224,0.54260796,0.4245114,0.46254605,0.75600165,0.16423005,0.24817395,0.38823244,0.26562795,0.13875729,0.42662475,0.5861351
AP1G1,1.0846114,0.78622764,0.6080313,1.4342182,1.6118613,1.811182,1.2585812,1.08368,1.2472943,1.2989748,0.47706136,1.1618049,0.60650957
ATXN1L,0.19693942,0.14169633,0.4808313,0.2222009,0.08923672,0.47364405,0.26999286,0.08218039,0.20829745,0.04220936,0.039676763,0.08529742,0.7517449
IST1,0.4519374,0.31495154,0.61955374,0.9670321,0.7377348,0.3632503,0.56524837,0.63658047,0.6814768,0.873874,0.1546027,0.59438634,1.1948621
ZNF821,0.36419603,0.22370496,0.40782255,0.29799134,0.2528007,0.40252066,0.42407256,0.14161903,0.69371146,0.14542066,0.17210294,0.19653594,0.8611546
PKD1L3,0.35270444,0.21764281,0.58616304,0.044698674,0.020738196,0.66416305,0.4232938,0.07856881,0.34315556,0.135718,0.047159847,0.03920789,0.87724435
DHODH,0.29727274,0.149796,0.38239032,0.14030156,0.05606144,0.39285362,0.29522052,0.043810423,0.19942792,0.04831686,0.038480707,0.092207044,0.37020493
TXNL4B,0.25280765,0.09821215,0.5998799,0.10937011,0.15064375,0.48125166,0.19584584,0.11000461,0.2982181,0.072331876,0.13948417,0.11701741,0.86963934
HP,0.8130551,0.6955122,0.77011514,0.58165294,0.7938104,0.6892386,0.7329857,0.29403666,0.88325244,0.9117713,0.7234467,0.5592157,0.7640462
HPR,1.0231433,0.796489,0.88080204,0.759896,0.07182602,0.819898,0.9650614,0.091421165,0.905895,0.91778815,0.7566224,0.04420503,0.81964594
DHX38,0.27229762,0.13735342,0.61975044,0.26925012,0.29096994,0.24627861,0.33869943,0.23310699,0.53154975,0.08661852,0.11393103,0.2095113,0.9047443
PMFBP1,0.4820713,0.21023326,0.8082701,0.06377192,0.042824008,0.7950636,0.63664764,0.093750015,0.65184927,0.18540823,0.07241666,0.042502176,0.8569475
ZFHX3,2.5284228,0.6578724,0.30158335,3.139221,2.7248144,0.62320536,0.46612903,3.780751,3.6372976,0.3390644,0.2644032,1.5952467,0.5453539
PSMD7,0.5226768,0.20653027,0.7496974,0.3030049,0.43316686,0.65673137,0.20031925,0.2682526,0.22716323,0.4440684,0.107160404,0.44258755,0.9001821
NPIPB15,0.20505269,0.0694708,0.45794156,0.17974243,0.19669117,0.31877464,0.10258304,0.09411509,0.20626636,0.29358432,0.021530064,0.23459047,0.532331
GLG1,2.51349,1.136286,1.3298197,2.4472387,3.0520115,0.6377131,0.96967775,1.9910252,1.9746606,2.1825397,1.760841,1.8337127,2.134913
RFWD3,0.29664335,0.5118634,0.42077607,0.64032495,0.3415684,0.7257242,0.24277185,0.29017463,0.21216868,0.29332128,0.2461349,0.37175095,0.65468764
MLKL,0.1368022,0.16272412,0.49366874,0.88373005,0.12985805,0.52879274,0.19937135,0.22985952,0.23863187,0.5202181,0.13938181,0.05531943,0.56036294
FA2H,0.3188142,0.19522662,0.84833384,0.10017006,0.019176358,0.43315277,0.37203246,0.008644901,0.39988285,0.26172844,0.026067108,0.022132136,0.96905404
WDR59,0.6082345,0.18222421,1.2359316,1.0125087,0.9317602,0.8839549,0.8593594,0.57692665,0.47633743,0.7312847,0.4152137,0.689236,0.7362555
ZNRF1,1.1433122,0.12820272,0.27980068,1.9473318,0.86397165,0.29849607,0.33886755,0.31032658,0.54413635,0.32603052,0.6260039,1.1506417,0.7173664
LDHD,0.9035003,0.81179166,0.9203624,0.6922179,0.42312905,0.5811481,0.7257135,0.374911,0.734724,1.0684885,0.636648,0.0761034,0.60784125
ZFP1,0.15758094,0.11422533,0.7872004,0.3413516,0.1112331,0.40173253,0.25462696,0.030694624,0.6474974,0.11283968,0.10211447,0.05242643,0.83411753
CTRB2,0.74254835,0.77841586,0.769453,0.71248,0.35087165,0.89641315,0.64069223,1.0464278,0.83577186,0.8177085,0.40896496,1.2060732,0.9239395
CTRB1,0.6282205,0.8122316,0.94455105,0.9037944,0.5257837,0.65921503,0.66138446,0.45393005,1.1382254,0.9255185,0.5450421,0.21894157,0.9347203
BCAR1,0.19450395,0.063818514,0.917991,0.66945636,0.53152984,0.3384907,0.23302518,0.030534837,0.25739488,0.08587055,0.02959678,0.27276558,0.6849142
CFDP1,1.7410522,0.43143052,1.8694685,2.2668495,2.1526,1.1345272,1.2697185,1.3314338,0.9637263,0.5364746,0.7189843,1.260056,1.5243899
TMEM170A,0.26217794,0.4592341,0.6804153,0.3823282,0.25879997,0.47034407,0.39064717,0.28107825,0.39197686,0.17651817,0.05681437,0.24914345,1.1307166
CHST6,0.25616053,0.20473956,0.6493589,0.09514965,0.027320726,0.8529616,0.38014713,0.0075035132,0.5500766,0.12971495,0.024268609,0.06844237,0.81034946
TMEM231,0.15502477,0.10044723,0.5510715,0.20799372,0.13622965,0.57360554,0.35766894,0.043712948,0.3590333,0.052988894,0.043838874,0.97839016,1.0819997
GABARAPL2,0.3002033,0.23918368,0.49448484,0.5124754,0.2500227,0.35985306,0.27270302,0.17473468,0.21469454,0.18644653,0.054999534,0.24644925,0.7234581
ADAT1,0.20226006,0.068699546,0.4395655,0.206092,0.25958863,0.41910148,0.37142202,0.20462807,0.7275502,0.12982446,0.24216318,0.23358569,0.6910929
KARS,0.2078795,0.2736204,0.35836044,0.45428827,0.28298992,0.35346085,0.26641357,0.18981862,0.9113537,0.053114373,0.06808774,0.2852849,0.6423697
TERF2IP,0.27793652,0.636929,0.66750926,0.8582229,0.58940184,0.5818096,0.23101304,0.3208268,1.0102016,0.8847382,0.34226263,0.46417904,0.7814441
AC025287.4,0.96053547,0.8680541,0.9738524,0.62439525,0.05993267,0.6799196,0.8198146,0.034585696,0.59888774,0.67563975,0.4302534,0.017619137,0.6862874
DUXB,0.63679636,0.8916777,0.85848093,0.8694008,0.12463432,0.80607474,0.59178424,0.14885008,0.8078952,0.6260352,0.55036026,0.045667455,0.8010782
CPHXL,0.71790826,0.55298716,1.0494028,0.9311039,0.16621676,0.6514059,1.0780444,0.17197701,0.9414686,0.91652256,0.5600844,0.055809315,1.0283403
CNTNAP4,0.46557316,0.48680502,0.76857203,0.3254442,0.096405745,0.72989196,0.80483705,0.023397308,0.89793354,0.50673,0.22811112,0.014008467,0.643991
MON1B,0.18994221,0.13387622,0.8362904,0.44422105,0.18912269,0.36744973,0.2591814,0.13542034,0.21059439,0.27470216,0.115205295,0.18022728,0.67533773
SYCE1L,0.33456385,0.4235503,0.606426,0.20336254,0.05093652,0.5269196,0.59920096,0.028315164,0.73111117,0.26991013,0.024062611,0.009124545,0.8378371
ADAMTS18,0.34581676,0.35823116,0.7728304,0.48817238,0.20442832,0.7209533,0.5208107,0.003982493,0.77149826,0.22852443,0.0717987,0.027508723,0.76880836
NUDT7,0.8082756,0.63014454,0.70546925,0.3472275,0.03833517,0.7667218,0.4373418,0.035068575,0.67001647,0.43417042,0.20491022,0.020872794,0.7696561
VAT1L,0.74572814,0.73950154,0.76518065,0.65288734,0.050466314,0.6969132,0.8220472,0.020353924,0.7479245,0.5618431,0.46887675,0.019069524,0.77077156
CLEC3A,0.48730266,0.70679563,0.7703431,0.6415078,0.018522175,0.819096,0.7377061,0.017054204,0.74615157,0.6430543,0.38101947,0.034196574,0.78598315
WWOX,5.8764434,2.5725293,1.4877791,7.510195,8.997061,2.3253095,5.6707582,5.040799,2.398567,8.813668,2.0880015,9.658052,3.6399114
MAF,0.55014175,0.2919551,0.3913043,1.5992715,0.6534963,0.35248527,0.12277511,0.8463688,0.39096645,0.26916227,0.8208296,0.3118735,0.7633338
DYNLRB2,0.16969872,0.1534603,0.5096034,0.04261537,0.03302627,0.47537592,0.20008485,0.009248353,0.39365357,0.06395616,0.019081183,0.23400265,0.6662316
CDYL2,1.1337374,0.4337304,0.36372867,1.7217197,0.69527674,0.3968926,0.1113033,0.7426531,1.1190885,0.23842259,0.3422697,1.1955109,0.5552059
CMC2,0.6870992,0.42785084,1.0129429,0.8416738,0.7525412,0.35678205,0.6013852,0.6626088,0.35405275,0.3565229,0.4954306,0.53864825,0.70151466
CENPN,0.40329906,0.49337986,0.6661324,0.10274359,0.045948114,0.6752719,0.48738146,0.020545885,0.74116397,0.3576415,0.04293266,0.05101197,0.8343647
ATMIN,0.5732566,0.2330247,0.6394535,0.5739329,0.13859679,0.27827284,0.12202667,0.07579969,0.3776215,0.23813146,0.17035063,0.21063681,0.8488658
C16orf46,0.22966179,0.09361926,0.48520422,0.176133,0.07312209,0.433699,0.16691935,0.034847267,0.20704578,0.04798009,0.01632299,0.32041997,0.9417058
GCSH,0.33311123,0.06657899,0.43300474,0.15080579,0.113705374,0.5736734,0.38171214,0.08606017,0.26113126,0.054118987,0.058051486,0.14930962,0.6361282
BCO1,0.7006944,0.9797802,0.85939246,0.9519262,0.08483232,0.7830833,0.70383185,0.09907501,0.6171796,0.47748935,0.663707,0.033512536,1.1295872
GAN,0.3210639,0.30052143,0.63713694,1.02071,0.522278,0.44679233,0.14002427,0.2536499,0.23476404,0.33922088,0.22661848,0.22286394,0.86061853
CMIP,1.4999908,1.8004138,1.8811302,5.0172787,1.8052217,0.6250407,1.8113514,2.9734204,1.3550432,0.6237987,1.6503589,1.9731896,0.7651481
PLCG2,0.69809777,4.1661086,0.6134829,2.7509093,0.51486874,0.3551473,0.6596081,1.5171485,0.17850602,3.5534508,0.3526754,0.49945918,0.7231107
SDR42E1,0.17132254,0.09418862,0.6172651,0.08319645,0.007576735,0.43003005,0.39791197,0.0039011717,0.36130154,0.07433178,0.023725169,0.03912605,0.7163348
