,means_per_cluster_mu_fg_ADM,means_per_cluster_mu_fg_B-cells,means_per_cluster_mu_fg_Ductal-like1,means_per_cluster_mu_fg_Ductal-like2,means_per_cluster_mu_fg_Endothelial,means_per_cluster_mu_fg_Fibroblasts,means_per_cluster_mu_fg_Islets,means_per_cluster_mu_fg_Low quality,means_per_cluster_mu_fg_Macrophages,means_per_cluster_mu_fg_Mast,means_per_cluster_mu_fg_Other_doublets,means_per_cluster_mu_fg_Plasma,means_per_cluster_mu_fg_T-cells,means_per_cluster_mu_fg_Tumor
LINC02336,0.9763924,0.8363655,1.1332552,0.85858047,0.8196092,0.93974096,0.93638283,1.03908,0.48080033,1.0898442,1.0334855,0.9139319,0.46428213,0.2627088
LINC01040,0.8325858,0.7845129,0.94840103,0.7719656,1.1461023,0.95467436,1.0113162,0.9905132,1.1975799,0.7556805,1.1418636,0.85181254,0.72798663,0.61424744
LINC00353,0.9294114,0.91863984,0.95553446,1.0397491,0.94688517,1.0360646,0.9709636,0.9670345,0.6820557,0.9012788,0.7262095,0.71482474,0.7929321,0.7534389
LINC00559,0.9440146,0.7940787,0.9362016,0.62324756,0.96431667,0.872557,0.75848144,0.772483,0.77488494,0.8622116,0.91758597,0.9289529,0.6230114,0.7624076
LINC01049,0.73449504,0.9930128,0.9922587,0.98603016,0.9724766,0.9679132,1.1261512,0.86729753,0.8217831,0.6990817,0.7320222,0.5816744,0.91057885,0.62492454
LINC00410,0.90222466,0.81721544,0.8746319,0.65914184,0.7903572,0.07756631,0.93485224,0.5454701,0.0099244965,0.59892154,1.1499445,0.09074335,0.0072089946,0.12056869
LINC00380,0.7955504,0.9386203,1.2327693,0.92974657,0.9885389,0.74053216,0.83867836,0.95147735,1.0646415,1.0772874,0.854478,0.6998622,0.7755551,0.6870491
LINC00379,0.7329894,0.7610267,1.0718645,0.8697698,0.7829643,0.8195424,1.1175685,0.7984481,0.8005047,1.0542662,0.78021216,1.1275606,0.6555556,0.8470974
MIR17HG,0.86348855,0.15552337,0.4231783,0.27799806,0.456859,0.10425969,0.35932386,0.20882435,0.1263251,0.2699303,0.837273,0.17142563,0.07658149,0.49522808
GPC5,0.80564874,0.54953796,0.6593095,0.667502,3.8876984,3.4088435,1.7221739,0.6389469,0.5961849,0.9581818,0.89668036,0.052104514,0.07047357,0.45256594
AL162456.1,0.6549415,1.0180199,0.9486613,0.88284296,0.7959745,0.8285566,0.9211808,0.9019956,0.77080065,0.74023837,0.9558224,1.0293702,0.8674889,0.6638045
GPC5-AS2,0.7937646,0.7376935,1.0988941,0.6656978,1.1929656,0.6318842,0.72074753,0.8293445,0.11564741,0.80398786,0.87647194,0.4637352,0.018954685,0.036951337
GPC5-IT1,0.77968806,0.9952741,1.0308012,0.83570457,0.98522204,0.9862784,0.63860023,0.8793087,0.5225443,1.0544581,0.8895173,0.89745885,0.62741685,0.856689
AL356737.2,1.0265825,0.4931205,0.8591047,0.6902043,1.0093358,0.13918522,1.1959502,0.5500082,0.008805975,0.7480013,0.8229281,0.13643074,0.0046033766,0.05440485
GPC5-AS1,1.1102513,0.96284306,0.9957142,1.1836945,1.0203112,1.0943004,0.8593375,1.0623636,0.6044263,0.93044585,0.7499718,0.6284773,0.40357137,0.9405857
LINC00363,0.9602983,0.88723564,1.0414443,1.0802706,0.97626287,0.99827164,0.76250505,0.9324034,1.0574535,0.7908243,0.847085,0.99580836,0.70578647,0.788692
AL354811.2,0.9839588,0.8668176,0.7939678,0.8259924,0.92058814,1.0039694,0.94605917,0.7589458,0.84803474,0.7968355,0.6394153,0.8314224,0.8799648,0.6657857
AL354811.1,0.7847977,0.8950867,0.8989047,0.83400416,0.9975907,0.8851365,0.96271926,0.9975982,0.72221136,0.9324696,0.5636399,0.8292691,0.8741665,0.75886685
GPC6,2.2821462,0.24089925,1.2526665,3.6396592,1.3973008,11.290309,15.893082,1.3007303,0.4442823,0.2595909,1.5669223,1.6267184,0.09595642,0.21141449
AL160159.1,1.0363702,0.883435,0.9200231,1.005656,0.725466,0.7777185,0.8389872,1.0172452,1.1122457,0.684661,0.9098458,0.9450949,0.5860845,0.6147719
GPC6-AS2,0.7810722,0.970347,0.89495224,1.0790673,0.9196817,0.98613095,1.1090845,0.8358937,0.78219765,0.87775797,0.9021044,0.67503387,0.59465164,0.5988083
GPC6-AS1,0.9013075,0.6316385,0.8871622,0.44187564,0.8603481,0.19203614,0.67906964,0.33422807,0.01148111,0.4263091,0.775991,0.037677623,0.004952115,0.013066992
DCT,0.70137703,0.90367544,1.0742863,1.0256506,0.9706262,0.89389086,0.9700005,1.0194721,0.5141104,0.8643596,0.7912003,0.7926721,0.64700615,0.54070944
TGDS,0.8085155,0.4694501,0.633593,0.8830778,0.45726526,0.6311954,1.0854713,0.1938114,0.57095355,0.45602843,1.1183871,1.1501336,0.34397146,1.0597185
GPR180,1.0155814,0.18492875,0.63290244,0.402145,0.51179147,0.56954145,1.438648,0.226988,0.39495793,0.14077574,0.58522874,0.9941862,0.28652158,1.6187193
LINC00391,0.9082971,0.98290974,0.7564891,0.7566036,0.873323,0.81819856,0.72890043,0.55866534,0.8037726,0.9720464,0.9538771,1.1641542,0.7165475,0.74700874
SOX21-AS1,1.104479,0.9572145,1.1104144,0.9751056,0.98682714,0.7945233,0.8503513,0.7173552,0.79659563,0.82067055,0.9376007,0.95517987,0.27410564,0.54931724
SOX21,0.9871439,0.92340344,0.90322405,0.7263151,0.7929445,0.75132304,1.0545933,0.7597726,0.8829703,0.864391,0.82254195,0.77700794,0.73008895,1.0424311
LINC00557,1.0923665,0.87547827,1.0474799,0.938091,0.93671197,0.7704042,1.3609759,0.8199252,1.0699421,1.0652939,1.0171231,0.9274872,1.0962218,0.7301635
AL139381.1,1.0615705,0.7623963,0.9401737,0.9290361,1.117965,0.8524089,1.137293,0.752348,0.8710954,0.8741304,0.9878072,0.69624877,0.61893195,0.67839545
ABCC4,2.6701686,1.0738467,2.111042,0.6964528,0.5580515,1.4309378,1.6469196,0.7955161,3.7590923,6.192462,0.67523545,0.69424146,0.74321073,0.99133205
CLDN10,1.6137083,0.15187167,2.313701,3.3111742,0.55393577,0.0535972,0.20651959,0.38725847,0.018652469,0.41536358,2.5980632,0.09002541,0.038057037,1.6797484
CLDN10-AS1,0.920221,1.0108604,0.86049044,0.6296674,0.925201,0.10101079,0.58945674,0.59953284,0.013367102,0.65628034,0.94082135,0.19406134,0.0055302596,0.20700857
DZIP1,1.0061724,0.17797893,3.2196937,0.43387702,0.9156957,2.093949,2.3207972,0.22384396,0.07258182,0.15473835,0.69648033,0.102313876,0.020279393,0.086659305
DNAJC3-DT,0.90104735,0.38128868,0.444292,0.9443216,0.614651,0.26587337,1.3646983,0.25491527,0.10760448,0.1537333,0.9864079,0.30824208,0.056295123,0.84379435
DNAJC3,0.67978567,1.3488922,1.4392084,3.173035,1.6430135,1.3965074,1.6005683,0.54934865,2.0581625,1.0020766,2.1652164,3.0503225,0.7910297,5.202496
AL138955.1,1.0224309,0.7650002,0.7860617,0.7085484,0.9739372,0.14918114,0.66569054,0.5185971,0.06423171,0.9307903,1.0784911,0.2318691,0.034314193,0.062267076
UGGT2,1.6264426,0.4485792,3.3481133,6.244221,2.428779,4.4189415,5.345572,1.0605626,2.7946627,2.2013094,2.1237159,3.2327971,0.14829768,8.355679
HS6ST3,0.9560087,0.16919369,0.5690746,0.25074705,0.60838383,0.03898216,22.56148,0.5725475,0.04277322,0.300488,0.85065615,0.043616462,0.0048702545,0.06483315
AL353581.1,0.96861327,1.0925267,0.97734994,0.7834129,1.0398206,0.968774,0.88147926,0.9341534,0.8549872,1.0971322,0.8356039,0.7248002,0.72388655,0.73497254
OXGR1,0.8796243,0.8188688,1.0843712,0.98881894,1.1015759,0.8686637,0.67245203,0.81223017,0.57750803,0.88217264,0.8990902,1.1358997,0.8841307,0.88569313
LINC00456,0.87650526,0.5929843,0.99885595,0.6540752,0.9714037,0.32061654,0.62647563,0.72786504,0.03385471,0.78400165,0.95782876,0.51374507,0.008597038,0.11936389
MBNL2,2.2827253,1.616125,5.3520775,5.248478,3.2721124,3.4896274,4.7827935,2.7922387,4.7098327,1.0000592,1.9733417,9.44706,2.0402832,16.092295
AL161430.1,0.70472246,0.16739629,1.5071125,0.44239882,0.9008673,0.26968947,0.11119246,0.11204187,0.20141847,0.16714193,0.6756394,0.51143086,0.08030393,0.9052582
AL442067.3,0.87635905,0.3703896,0.55930316,0.30764207,0.6397058,0.17943957,0.34725758,0.4050518,0.14327759,0.39881855,0.9368787,0.07251937,0.026211292,0.14316094
RAP2A,0.8150751,0.6494207,0.4416135,0.52255,0.94890517,0.4061783,0.42825457,0.21423545,0.8275992,0.1623126,0.6717251,0.24497584,0.25429007,0.47259682
AL442067.1,0.82498133,0.7906452,0.9040989,0.9195123,0.7543132,1.229901,0.70079887,0.7804257,0.7496751,0.8845559,0.75358325,0.7397209,0.7584623,0.68867975
AL442067.2,0.75441736,1.2166225,0.8813871,0.99629235,1.0796324,0.68817997,0.9363225,1.2039639,0.53856677,0.8738746,1.0053561,0.7424087,0.5522714,0.3484222
AL359502.1,1.1521261,0.84809935,0.90183514,1.0652093,1.128408,0.93464345,0.9442377,1.2716707,1.0434879,1.017689,0.7067016,0.7354197,0.7856503,0.6077394
AL359502.2,0.96278393,1.0186391,0.9394158,0.8788139,0.9534294,0.8080803,1.0122049,0.89658105,1.0158104,1.0480273,0.91037863,0.8679234,0.87312454,0.6723082
AL356580.1,0.927163,1.4201474,0.89071524,0.8900904,0.9648659,1.0120369,0.91286707,0.9992818,1.2098644,0.8538394,0.9206771,1.0289669,0.8287439,0.64279383
IPO5,0.63456225,0.60920256,0.7214011,0.7332244,0.900914,0.65327644,0.8549999,0.8617051,0.64567834,0.35632223,0.65293366,0.8407178,0.34243834,1.6430365
FARP1,4.1414638,0.47099593,9.733104,6.898982,2.0740004,4.990693,5.2320995,0.69811344,4.7335243,0.48824927,3.9552834,0.8269991,0.24857761,8.5500555
RNF113B,1.0410161,0.95215946,0.9731968,0.9989115,0.879716,0.6828078,1.0865306,0.8776124,0.3580378,0.8038034,0.7859122,0.8824649,0.18756546,0.3665989
AL445223.1,1.342476,0.2468752,0.52525926,0.102299936,0.65709245,0.05664508,0.27056178,0.1585263,0.061619803,0.14828977,0.6981427,0.022147715,0.004119819,0.05161277
AL161896.1,1.1466007,0.94123805,0.92974377,0.8235936,0.629794,0.5518127,0.7831273,0.77428985,0.24374922,0.76286435,0.9683501,0.74572444,0.06041841,0.27862686
FARP1-AS1,0.9975047,0.86567736,0.999256,1.0403777,0.99401397,0.9096504,0.7036466,0.9438322,0.53584284,0.82179976,1.14216,0.75701874,0.7328772,0.7360196
STK24,0.80299145,1.3707864,3.3072824,2.4594746,3.819397,2.1293204,2.3266442,2.433988,4.7458014,1.1652696,0.56724703,1.173679,2.33288,5.5289016
STK24-AS1,1.0626413,0.76529753,1.043301,0.9966688,0.8714239,0.58829457,0.7295791,0.7097816,0.7813553,1.0401504,0.80594045,0.84458894,0.38326257,0.40379232
SLC15A1,1.8371689,0.14389619,3.4667654,6.2975035,0.593319,0.030511918,0.11156906,0.11392072,0.0132406475,0.559049,1.268645,0.018452208,0.007600248,0.10397806
DOCK9,0.7432074,0.9419044,2.688789,4.800759,8.596767,2.1248534,3.0885653,2.1559837,0.42278016,0.80701894,1.7439028,0.9389622,2.740837,6.7702994
DOCK9-AS1,1.057988,0.8158499,0.83629704,0.7337019,1.1576556,0.48209244,0.8976063,0.8632374,0.12714787,1.0665776,0.9736962,0.58210987,0.07822814,0.18122675
DOCK9-DT,1.1146021,0.894691,0.8801185,0.9731217,0.8112712,0.771617,0.98235494,1.0303224,0.514537,0.92470586,0.65660536,0.77510345,0.7420014,0.50604737
UBAC2-AS1,0.8356543,0.79215646,0.74365747,0.587014,1.1781894,0.06923548,0.65594375,0.49925342,0.01542657,0.6375426,0.774368,0.05566138,0.012550235,0.084352516
UBAC2,2.9950197,2.933431,1.7846056,3.2329311,1.8056684,1.9207213,3.0937376,1.7922219,5.9433913,2.6104538,3.0250356,0.66082263,3.5336368,5.8447394
GPR18,0.9208065,0.6686672,0.38305828,0.18959199,0.65988946,0.103490345,0.3342497,0.12372303,0.14178947,0.150535,0.5822632,0.06508352,0.1770609,0.19201422
GPR183,0.66263133,1.4352999,0.76471955,0.10764408,0.47376668,0.28980646,0.5621705,1.6064324,5.8782606,0.2505399,2.439956,0.39111397,0.9278743,0.3041621
AL136961.1,0.846939,0.97728175,0.84019744,0.930078,0.92187315,0.5867957,0.93977624,0.9025832,0.6560794,1.1075957,1.0445685,1.0215546,0.6766443,0.8746219
TM9SF2,0.95598716,2.38698,1.6698681,1.8422228,1.0793144,1.0809239,1.3573376,1.7633533,2.964744,0.81209224,1.6702789,2.2067304,1.0901029,4.865729
LINC01232,0.7067473,0.2503944,0.43809256,0.12434538,0.66921246,0.01973619,0.15298028,0.25148022,0.07987168,0.2125958,0.7324638,0.042263035,0.02076372,0.41163346
AL139035.1,0.70818835,0.9070844,0.8977468,1.1581528,0.6186098,1.0486016,0.8113436,0.99279577,0.6900635,0.9171867,0.6928267,0.8935626,0.76517296,0.7349492
LINC00449,1.0860993,1.0431924,0.89872545,1.0350908,1.0448238,0.7086481,0.9741751,1.0220484,0.51091605,0.77216625,0.86636126,0.7440261,0.27577844,0.47828317
LINC01039,0.8958173,1.0084335,0.8113004,0.8227055,0.9114605,0.9196645,0.8781595,1.1395794,0.6378222,0.70639324,1.073258,0.73163587,0.8789578,0.7317142
AL139035.2,1.1682022,1.1839957,0.7425869,1.0226033,0.76697516,0.6837661,0.97147745,0.807769,0.82178146,0.97426766,0.9452076,1.127192,0.71041006,0.6547973
CLYBL,2.1504886,1.3077432,1.617711,2.3036983,0.91379553,1.0117525,1.5799061,0.63682693,1.1239959,1.4936574,2.7112474,0.87591183,1.3501533,2.055327
CLYBL-AS2,0.9733435,1.0203773,0.71827424,0.92767584,1.1149054,0.8527297,0.8812076,0.95910305,0.59691894,1.1073953,0.8096557,1.1961573,0.6639006,0.7178195
CLYBL-AS1,1.1117254,0.89291936,1.1514523,0.92632425,0.9209431,0.8350813,0.850584,1.2157404,0.96689034,1.0199016,1.0516747,0.8452333,0.7005268,0.7579524
AL137139.2,0.71625715,0.16162135,0.27995008,0.7287521,0.95327413,0.075147316,0.2248815,0.10278106,0.11499774,0.22306284,0.67579055,0.08798681,0.06787513,0.1482961
ZIC5,0.84271103,0.9898097,1.034058,0.6084526,0.92967206,1.0254295,0.9216229,0.8632349,1.1340489,1.0836803,0.95783085,1.0652536,0.77555877,0.9807437
AL355338.1,0.8564345,0.6754232,0.9999709,0.8449156,1.0021873,0.8181354,0.8383997,1.2353116,0.6627664,0.944071,1.0172632,0.7876019,0.7907104,0.63129354
ZIC2,0.83950144,0.8177696,0.87690264,0.90470684,1.0101233,0.92084724,0.68102354,0.7959705,0.9999706,0.8210014,0.78335714,0.9656805,0.9177814,0.6950983
LINC00554,0.8603225,0.90963405,1.1120813,0.96861225,0.7532134,1.140988,0.94824123,1.1570736,0.79121715,1.0052118,0.68111074,0.91603756,0.50605893,0.6535685
PCCA-DT,0.76699835,0.16251735,0.31531057,0.44085005,0.5635403,0.06816185,0.34757456,0.2748035,0.068730615,0.2390435,0.6858738,0.10588519,0.0044369674,0.8202187
PCCA,2.326119,0.69431186,5.0050154,5.2903023,5.180644,4.3832836,3.0961318,2.2766733,4.600741,1.7550548,1.7757168,3.8291268,1.7414708,10.662387
AL353697.1,0.7402624,0.27468678,0.62994045,0.32328457,1.0242763,0.12730138,0.21735181,0.33808786,0.11580553,0.26031774,0.8095372,0.21469007,0.062842436,0.29512933
PCCA-AS1,0.6897815,0.1938655,0.3610342,0.11978159,0.7214591,0.18147527,0.14059065,0.12798353,0.13583685,0.18785058,0.95894897,0.06347328,0.033454623,0.20808874
GGACT,1.0532483,0.7139735,0.7754736,0.5832853,1.2502748,0.1308574,0.6190917,0.49520224,0.04162544,0.80745614,0.88181067,0.13279262,0.022281,0.0845782
AL356966.1,0.8624743,0.7630793,0.838072,0.7262462,1.0718008,0.14820954,0.81385386,1.1298361,0.024088861,0.8890607,0.9983899,0.22492741,0.014714492,0.10079321
AL136526.1,0.87257487,0.9994491,0.89381826,1.1045734,0.7124134,1.1080357,0.87112594,0.90450805,0.744506,1.1507038,0.93229985,0.6409391,0.37423304,0.5732387
TMTC4,0.9403215,0.27204585,0.71707845,0.44267944,1.5157325,0.47345233,0.75885105,0.60771596,0.44786882,0.18035354,0.7005402,0.1376424,0.39275587,1.216446
NALCN-AS1,0.8745659,0.7800162,0.6840559,0.8091836,0.8133237,0.17924462,0.773678,0.67326915,0.009761061,0.63349646,0.6856744,0.07173537,0.009886261,0.077724524
LINC00411,0.8719318,0.98598236,0.9122345,0.9726946,0.8101782,0.7962348,0.79589343,1.0396835,0.70096004,0.9736586,1.0965306,0.6208628,0.7930004,1.0362358
NALCN,0.88504964,0.1396112,0.43174848,0.106213845,1.0006825,6.4942174,6.022394,0.108399905,0.07931062,0.1612201,0.789942,0.44852343,0.06484054,0.2004301
ITGBL1,0.90086883,0.23536061,0.5137103,0.12926091,0.64663136,13.519747,0.4220042,0.68578506,0.20116068,1.3453757,0.6507743,1.6659188,0.13743392,0.25611585
FGF14,0.75675946,0.20478976,1.5650952,0.63676786,0.5826292,2.4340215,8.186945,0.13648094,0.033994783,0.17958976,0.7841908,0.0696779,0.119821176,0.5428161
AL160153.1,0.90632147,0.58721966,0.7372507,1.1685976,0.8092667,1.208756,0.7748621,1.0791501,1.1305817,0.9417885,0.953895,0.90256745,0.72198683,0.78286254
FGF14-IT1,0.6488172,0.86761063,0.9997634,1.0694225,0.7996711,0.8953337,0.86596864,1.064698,0.9324581,0.88696134,0.9250067,0.9925987,0.63493574,0.8563463
FGF14-AS1,0.9286168,0.92042893,0.8998721,0.8088715,1.085632,0.9105593,0.99963605,1.0446371,0.73756546,0.99976355,1.0815268,0.7699357,0.56535095,0.8296845
FGF14-AS2,0.5665166,0.90697736,0.88240474,0.6547362,1.066557,0.36173224,0.90011466,0.84183717,0.066089675,0.68597716,0.9138656,0.6801167,0.025486678,0.08339811
LINC00555,0.89519644,0.7812512,1.1428342,0.8347736,1.0982293,0.6959749,0.7598022,0.82080334,0.8306278,1.1323097,0.85156506,0.970573,0.91507393,0.9947323
AL158063.1,0.8857552,0.84142846,0.92760116,0.62197936,0.81956995,0.6164482,0.8009235,0.7956498,0.8417988,0.863101,0.79834896,0.709441,0.7086255,0.49271747
TPP2,2.1413212,1.3906978,2.2561982,2.7376304,2.862954,1.8670347,3.5279334,1.7521726,3.5761735,0.9445864,3.2338347,2.9446595,1.5489525,6.021603
METTL21C,0.90903735,0.83329433,0.9619181,0.80427706,0.905215,1.1037774,0.7976545,0.7456433,0.91246057,0.9511516,0.87794507,1.189845,0.78249943,0.9158433
CCDC168,0.8233353,0.9110592,1.2487946,1.093675,0.8434687,0.68261576,0.6587683,0.88949186,0.4923949,0.8829202,0.9134972,0.67759097,0.15643416,0.38940465
LINC00283,0.9250413,0.91914505,0.86830574,0.9008184,0.8545871,1.0048572,1.0248581,0.8400151,0.9960889,1.018478,0.75670445,0.75189143,0.71204215,0.8720455
AL157769.1,0.94542074,1.004128,1.1160746,1.0209365,0.8947092,0.9361205,1.0712595,0.87705475,0.7395419,0.93924445,0.8972693,0.76337427,0.8306752,0.87292254
TEX30,0.6565267,0.842933,0.73352736,0.17468694,0.7370381,0.09345777,0.22559762,0.24796146,0.087087356,0.1892597,0.9428644,0.10325382,0.06307426,0.13374013
POGLUT2,1.4212768,0.1765211,0.3303934,0.09199731,0.40712956,0.18344815,0.5993095,0.0853573,0.031923126,0.14339085,0.6422897,0.01785071,0.015484626,0.16077651
BIVM,1.7219152,0.26280618,1.0550971,0.5329151,1.505775,0.5547175,1.6707478,0.61946046,0.33839074,0.37398958,0.6446791,0.1489577,0.22640476,0.9089649
ERCC5,0.7032956,0.57519734,1.7909998,1.0940809,0.88790596,0.9013708,0.8815931,1.0791929,1.0595266,0.6182263,2.1902277,1.1105256,1.0760841,2.2366772
AL137246.1,0.94618565,1.0313684,0.9698286,0.8305647,0.979476,0.9496515,0.66904765,1.0027202,1.0144931,1.0311282,0.9475749,0.99089974,0.44297594,0.5478312
AL137246.2,0.9513553,0.958005,0.9278404,1.0383986,1.0181847,0.93486375,0.8612579,1.1205546,0.908498,0.7796693,0.77995926,1.0928285,0.8698998,0.8967522
SLC10A2,0.86357504,0.875551,0.991668,1.0196495,0.8209727,0.83981854,0.96859556,1.1096828,1.1202685,0.8746465,0.9020879,1.0669546,0.70266056,0.9047511
AL162717.1,0.74315023,1.0003788,0.84538245,1.0389752,0.9506025,0.9265643,0.89983696,0.9179789,0.7253678,1.0426939,1.0829589,0.9873154,0.8239156,0.62423086
LINC01309,0.8450841,0.84867287,0.7093072,0.34999576,0.8211013,0.03215269,0.3929617,0.50746834,0.044642944,0.5586361,1.0322428,0.04361797,0.018913915,0.07478492
AL136524.1,1.1561911,0.735247,0.796778,0.93872285,0.77271795,0.9112779,1.2540966,0.89909446,0.86163807,0.90669113,1.0569031,0.71426034,0.6923596,0.7306163
AL138954.1,0.8677619,1.0011876,0.73527884,0.7814426,0.94055617,0.8644487,0.9630786,1.1592677,0.65958107,0.69905484,0.8861664,0.8600058,0.70531875,0.8853311
DAOA-AS1,0.9542823,0.9979239,0.97139895,1.0192497,0.93890595,0.8601927,0.87411547,0.8111064,1.0185907,0.8415917,0.6871251,0.67257047,1.0546169,0.5843345
DAOA,0.93122566,0.95133364,0.83643234,0.86486715,0.80276924,1.0098246,1.0256659,0.95407456,0.9840885,1.1158986,1.0285771,1.0611056,0.835538,1.0661327
AL359745.1,0.84418213,1.0029631,0.80043465,0.85212314,0.8205946,0.94411093,1.0572356,0.7971521,1.0203964,0.7931753,0.7330933,1.0010235,0.9853275,0.8234854
LINC00343,0.95618093,0.7968438,1.0327401,1.0180405,1.0579766,0.8596054,0.978403,1.1110964,0.8412935,1.0168269,0.9087335,0.89886135,0.8131307,0.89488107
AL138701.2,0.83549607,0.13950814,0.4096803,0.10931373,0.7141741,0.0453574,0.14326683,0.35962468,0.006902174,0.15422392,0.7023737,0.15190235,0.017521951,3.9994006
AL139379.1,0.83807325,1.0225698,0.9606182,0.80447745,0.87111866,0.86791474,0.885824,0.625668,0.74793917,0.7664793,0.91284204,0.7582682,0.33894008,0.41296434
LINC00460,0.78162605,1.0200475,1.0898013,0.76325595,1.0153364,0.8735659,0.7934982,0.94159937,0.73868006,0.99324083,1.0358249,0.7905319,0.49786302,0.70188737
EFNB2,0.6923111,0.20367984,0.39798167,0.33190814,1.2345449,0.14010257,0.37147397,0.2631836,0.1219435,0.20799783,0.6665795,0.019733008,0.039367408,2.5035505
AL138689.2,0.72186625,0.16410258,0.33249035,0.25699997,1.2427926,0.075904444,0.15715407,0.21300378,0.017466642,0.15962146,0.77708447,0.04567821,0.006827672,0.82361895
AL138689.1,0.7701091,0.7795645,1.0342358,0.96792793,1.017001,0.79924417,0.93744504,1.109356,0.6188212,0.9058106,0.80644935,0.8153097,0.6879628,0.51889455
ARGLU1,2.602337,4.4028254,5.5736303,7.984569,7.9367747,6.6616983,7.9220266,2.5083728,6.7243524,5.600015,4.3465333,6.4931755,5.12072,27.366528
LINC00551,0.8857687,0.8001925,0.8896783,0.4701652,0.89191747,0.06717578,0.57083464,0.47600558,0.038553078,0.59884644,1.014677,0.035583984,0.07162247,0.14058931
LINC00443,1.0836824,1.0280453,0.8392342,0.9390381,0.94187725,0.62150913,0.87551427,0.82264924,0.48423252,0.82251346,1.0024595,0.6618129,0.47563693,0.98409045
AL163534.1,0.897272,0.976407,1.0538518,1.0577397,0.7042242,0.84484065,0.9757915,0.7795478,0.88518846,0.69368607,0.7910563,0.89302355,0.6652686,0.9589541
AL162574.2,0.9590989,1.1634499,0.8998914,1.1213694,0.8813107,1.0061194,0.9417295,0.8839007,0.77248335,0.6971948,0.6771088,0.917778,0.4251007,0.7192517
AL162574.1,0.90809035,0.95017236,0.90683085,1.0600115,0.86335963,0.7740112,0.63939434,0.88984394,0.77742165,1.0089083,1.0087571,0.7023025,0.88972247,0.9016606
AL354741.1,0.91906804,0.8710428,0.79359794,0.92272586,0.7409302,0.86815286,0.8867236,0.8475397,1.225429,0.79959714,0.83995867,0.8392149,0.86951464,0.8319069
FAM155A,2.376874,0.40764758,4.0430818,0.928289,3.207195,4.793492,3.9972904,0.25448072,0.07648429,0.26893547,0.83591133,1.053311,0.11845296,0.21590629
AL445649.1,1.1241579,0.87886983,0.98421925,0.9593682,0.93987423,0.85239065,0.7309901,0.9639852,0.7001586,0.90314513,0.6765856,0.9895865,0.634087,0.94029343
FAM155A-IT1,0.9786654,0.97199947,1.0309445,1.088802,0.8416269,0.93558484,0.99052364,0.8110426,0.8095005,0.9391494,0.9270181,0.7572835,0.60713845,0.30540103
AL359436.1,0.79550993,1.0592064,1.0022064,0.86687464,0.8397899,0.7969978,0.9097421,0.92127234,0.83712757,0.8878248,1.050582,1.1205095,0.74804443,0.7868668
AL136964.1,0.96128327,0.81348616,0.8274398,1.061309,0.7857201,0.6174954,1.0305959,0.6959525,0.657429,0.8657881,0.86799175,0.8009487,0.62207085,0.85946184
LIG4,0.6861669,0.2928621,1.2422222,0.49873868,0.93273205,0.26346278,0.42750913,0.1142644,0.22711626,0.23437007,0.80369246,0.18330155,0.13741252,1.0807531
